case_id,finding_id,vulnerability_id,package_name,package_version,status,confidence_level,risk_score,scanner_names,reachability_status,dependency_scope,justification
case_030,9be7813acf88c30a4e08,CVE-2024-37891,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,a881d36d7b9d7dff32e6,CVE-2025-50181,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,30543bc3ca8bbf8a2df4,CVE-2025-66418,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,4a85d74d80591e7ddb47,CVE-2025-66471,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,302d142ee0444dc5c863,CVE-2026-21441,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,758720e309d0f1112f3b,PYSEC-2019-132,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,0407b1ce9c51b108ffb5,PYSEC-2019-133,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,061d8d41f30888039b3b,PYSEC-2020-148,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,491f5cc8cfe805d98fac,PYSEC-2021-108,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,dfc17a2c69555b27a464,PYSEC-2023-192,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,0c5757245b28274e9199,PYSEC-2023-207,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_030,a4eecb1b68eab5ee397f,PYSEC-2023-212,urllib3,1.24.1,under_investigation,low,,pip_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_031,a00fb906491d4b670ee6,1096466,minimist,0.0.8,under_investigation,low,21.0,npm_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_031,11bed7af8b5892a7b122,1097677,minimist,0.0.8,under_investigation,low,63.0,npm_audit,dev_only,development,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_032,b4d1b370953674d1d327,1112455,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_032,fc5c775799e97a14d4d1,1115806,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_032,0726a31b529ceaa1adc7,1115810,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_034,9ec61679d5761db5aae7,1112455,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_034,f3bb92180ed6db301b6d,1115806,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_034,58891f6fc8688fa9c05c,1115810,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_036,8a83307f1e4d71d4a3fa,1112455,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_036,bd629526a2f05d3d8e28,1115806,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_036,f0b529e2e1409804c79a,1115810,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_038,b842688fa05bc7e36f4f,1112455,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_038,c38867f55e89350f8d7e,1115806,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_038,fbc2f01801d494f5ea09,1115810,lodash,4.17.21,fixed,low,100.0,npm_audit,reachable,runtime,Local testbed metadata marks this package version as the intended fixed dependency for the case; scanner evidence is retained for review.
case_045,b527d06a9b9be302a230,1109564,nanoid,5.0.7,under_investigation,low,44.0,npm_audit,declared_not_used,runtime,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_047,615d93b90b0e5c97a161,1109564,nanoid,5.0.7,under_investigation,low,44.0,npm_audit,declared_not_used,runtime,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
case_049,1ba40b86720eaa5b840f,1109564,nanoid,5.0.7,under_investigation,low,44.0,npm_audit,declared_not_used,runtime,"Evidence is incomplete or static reachability is unknown, so the status is not promoted to affected or not_affected."
